40,2,1,246183,49,9,1
50,4,1,348326,33,9,0
60,4,1,106103,57,10,1
39,2,1,224566,37,10,0
40,2,1,271828,46,9,1
40,2,1,119098,39,11,0
40,2,1,119033,33,5,0
40,3,1,364958,38,9,0
50,5,1,201292,34,11,0
50,2,2,263552,27,9,0
40,2,1,69955,60,11,0
2,2,1,160369,44,10,0
30,2,2,172496,24,13,0
45,2,1,206951,36,13,1
50,2,0,323798,49,10,0
40,3,1,173266,34,9,1
40,3,1,177974,35,9,1
40,2,1,78247,38,10,0
40,5,2,157778,30,9,0
40,2,1,214242,41,13,1
60,5,1,48063,39,10,0
40,2,2,159322,31,9,0
40,2,1,234125,55,9,0
40,2,2,227359,30,10,0
40,0,2,198827,33,9,0
40,2,1,174373,44,12,1
40,0,2,194740,34,10,0
40,1,0,247514,43,14,0
40,2,1,226875,55,9,0
60,2,1,167476,30,10,0
50,2,1,191299,50,9,0
20,2,2,238802,35,9,0
40,2,1,195067,26,13,0
40,2,2,94235,30,7,0
40,4,1,196385,32,7,0
50,2,0,30447,53,9,0
40,2,2,124590,25,9,0
50,2,1,255667,42,10,1
50,2,2,138692,28,10,0
40,2,1,246891,45,13,1
40,2,1,261943,31,10,0
30,5,1,50197,55,5,0
40,2,2,136077,28,6,0
55,2,1,107231,48,13,1
40,2,2,145964,21,8,0
40,2,1,91608,49,10,0
20,2,2,176467,17,5,0
50,2,1,105817,28,7,1
60,2,1,165815,41,10,0
40,2,1,208358,37,9,1
55,2,1,112561,38,13,1
65,5,1,200479,41,11,0
40,2,2,97261,19,9,0
60,0,1,195437,49,12,1
35,2,1,182668,37,6,0
60,4,1,284799,46,10,0
60,5,1,194924,40,10,0
40,2,1,120068,23,11,0
50,2,2,87310,33,5,0
50,2,1,34452,28,11,0
40,2,1,185407,54,9,1
40,2,1,245062,60,9,1
50,2,1,66815,31,9,0
50,4,1,125645,38,10,1
21,2,2,183639,28,13,0
40,2,2,311015,19,9,0
10,3,2,48121,21,10,0
45,2,1,112564,34,9,0
20,1,2,32639,21,10,0
40,5,0,214541,41,9,0
55,2,1,128065,31,7,1
50,4,1,198316,43,13,1
40,2,1,176050,36,10,0
18,2,2,159269,19,10,0
40,2,1,56248,60,10,0
40,1,1,267763,56,9,0
32,2,1,199067,55,7,0
15,5,0,242108,75,9,0
40,2,1,263728,28,13,0
40,2,1,330774,25,5,0
40,2,2,442274,23,8,0
35,1,2,195262,17,7,0
40,2,1,206520,38,9,0
18,2,2,259109,22,13,0
40,0,1,185670,29,13,0
40,2,1,59068,27,9,0
20,2,1,361721,65,11,0
32,1,2,336010,23,13,0
48,2,1,97688,40,10,1
34,2,1,111994,47,9,0
40,4,1,188069,38,13,1
40,2,1,268234,46,11,1
40,2,2,350181,23,9,0
40,2,1,117674,54,14,1
40,4,1,190763,58,13,1
45,2,1,214781,44,14,1
35,5,2,174426,45,10,0
64,2,2,102476,26,13,1
50,2,0,232475,34,10,0
40,4,1,104813,41,13,1
40,2,2,313986,90,7,0
40,2,2,162282,23,9,0
8,1,1,263871,42,9,0
40,2,0,144351,47,9,0
50,2,1,329635,31,13,1
40,2,2,85389,22,9,0
40,2,1,191367,55,9,0
45,2,1,111128,36,10,0
40,2,1,177905,43,10,1
40,2,1,183810,57,10,1
40,2,1,185283,50,10,0
30,2,2,305446,20,9,0
50,1,1,173938,47,13,1
40,2,2,217200,27,10,0
40,2,2,198103,31,9,0
40,2,1,158294,53,14,1
45,2,2,155106,42,10,0
50,4,1,354075,62,13,1
60,2,1,141584,39,12,1
40,2,1,456604,25,7,0
15,2,1,296453,33,14,0
30,2,1,278107,23,9,0
45,2,2,253583,21,7,0
40,2,1,230951,50,13,0
60,5,1,185859,47,9,1
40,2,2,97359,32,9,0
40,2,2,229516,19,4,0
40,5,1,504941,46,11,1
37,2,2,107417,32,9,0
20,2,2,327434,17,6,0
40,0,1,191858,47,12,1
70,5,1,49707,34,9,0
40,2,1,126141,45,13,1
40,2,2,56774,23,9,0
40,2,1,105304,55,9,0
40,2,1,479406,46,13,0
40,2,1,177120,59,5,0
40,2,1,119992,38,10,0
40,2,1,185027,30,13,1
38,3,1,207120,47,11,1
55,2,1,86872,25,13,1
40,2,1,194589,60,13,1
40,1,1,227386,55,13,1
50,2,1,242521,44,13,1
25,5,1,317253,46,9,0
40,2,2,27661,43,10,0
75,5,1,139889,71,7,1
45,2,1,182237,31,12,1
55,2,2,181576,25,10,0
40,2,2,214542,24,7,0
50,2,1,142287,49,10,1
45,2,1,376072,44,9,1
40,5,1,172560,40,9,0
40,2,0,231348,44,10,0
25,2,2,168807,17,6,0
40,2,1,330144,65,10,0
38,3,1,263000,31,11,0
40,2,1,196571,48,10,0
40,2,1,196504,52,4,0
40,2,1,221672,53,8,0
40,2,1,159549,43,9,0
20,2,2,126125,18,9,0
40,2,2,198068,32,7,0
40,4,1,120384,58,9,1
45,2,1,314310,38,14,0
55,2,1,239708,40,7,0
45,5,1,209642,52,9,1
50,4,1,182211,49,9,1
40,5,2,361497,33,9,0
35,5,1,40021,67,9,0
40,3,1,136939,60,10,0
40,2,2,161155,27,6,0
20,2,2,127914,21,10,0
60,5,1,111625,55,9,0
40,0,1,323798,47,13,1
40,2,2,214288,34,9,0
50,2,1,112497,37,15,1
40,2,0,260052,50,13,1
35,2,2,158218,29,9,0
50,2,1,271710,29,13,1
40,1,0,136787,62,9,0
55,5,1,322691,55,14,1
45,2,1,232954,27,9,0
40,2,1,352612,40,6,0
50,5,1,132716,50,15,1
72,2,1,96129,40,9,1
65,2,0,252250,38,7,0
35,2,1,144092,58,14,1
40,2,1,291783,49,13,0
50,2,1,78022,47,12,0
25,2,2,190227,20,14,0
70,2,1,158420,34,13,0
42,2,1,149909,43,9,1
45,2,1,351161,41,9,1
40,2,1,420054,29,9,0
40,2,1,76487,43,7,0
50,2,1,116442,59,10,0
50,4,1,132178,52,13,1
40,1,1,197886,30,9,0
40,2,1,85374,34,9,0
35,1,2,205704,34,14,0
65,2,1,185385,46,9,1
40,2,1,174717,36,13,1
50,2,2,159589,32,9,0
40,2,1,162347,60,15,1
40,1,1,487770,43,6,0
35,2,1,241431,27,9,0
40,2,2,40052,22,13,0
40,4,1,247383,70,10,1
45,5,1,210013,42,10,0
60,4,1,77392,51,6,1
33,2,2,156526,42,10,0
50,2,1,123436,58,13,1
40,2,2,190227,21,10,0
18,1,2,398988,34,13,0
40,1,2,190226,35,9,0
45,2,1,116632,42,16,1
50,2,0,268234,48,9,0
40,2,1,219863,28,12,0
70,2,1,177974,37,10,0
40,0,2,187164,40,13,0
40,4,1,165881,57,15,0
50,5,1,342434,44,13,1
40,2,0,138441,37,9,0
40,2,2,115064,29,9,0
48,2,1,171924,54,13,0
40,3,1,254285,52,13,0
40,1,2,126569,37,9,0
40,2,2,72443,27,9,0
10,5,2,29980,69,4,0
35,3,1,172281,51,13,1
55,2,1,105021,36,13,0
50,2,1,110243,45,14,1
50,5,1,263439,53,11,1
38,5,1,174216,42,15,1
35,5,1,56964,34,9,0
44,1,1,55237,47,10,0
40,2,1,205266,61,9,0
55,2,1,24740,52,9,0
40,2,1,114982,29,13,1
50,2,1,121124,47,13,1
42,5,1,291755,51,4,0
72,5,1,220821,40,4,0
40,2,1,56630,29,11,0
48,2,1,129246,61,6,0
60,5,1,200618,50,14,1
40,2,1,174426,45,9,0
40,2,1,174395,41,14,1
40,2,1,200217,55,6,1
60,2,1,193524,40,16,1
40,2,1,350162,29,13,1
40,2,1,49255,42,14,1
40,5,0,218653,44,13,0
45,1,2,237498,23,9,0
40,1,1,174575,41,9,0
40,4,1,338316,65,10,0
30,2,2,285750,19,9,0
35,2,2,254351,21,9,0
50,2,2,267281,30,13,0
8,2,2,186385,58,16,0
20,2,1,105059,26,5,0
50,2,1,97279,41,9,0
42,2,2,115677,29,7,0
30,2,2,308673,24,9,0
37,2,2,50053,26,13,0
45,2,1,205499,29,10,0
37,4,1,229737,49,15,1
50,2,1,166789,61,14,1
40,2,1,112115,31,9,1
55,2,1,37215,29,9,0
40,2,1,305147,50,13,0
45,2,2,216145,32,10,0
30,1,2,175587,17,7,0
60,4,1,93272,60,4,0
48,2,1,87329,58,7,0
60,2,1,167482,35,13,0
40,2,1,367819,44,13,1
48,2,1,175804,50,9,0
40,2,1,116508,33,6,0
40,2,2,114150,25,9,0
40,2,1,202878,29,4,0
50,2,1,55849,34,9,1
20,5,0,141962,63,6,0
45,5,2,226203,17,8,0
50,5,0,245724,46,10,0
40,2,1,373403,43,11,0
40,2,1,154227,31,10,0
40,2,2,130540,35,14,1
40,2,1,189404,39,13,1
40,1,2,179059,25,13,0
40,2,1,204209,57,4,1
44,2,1,117728,43,9,0
40,0,1,260761,41,10,0
40,2,1,56870,27,9,0
35,2,2,186452,21,10,0
40,4,2,113870,27,14,0
40,2,1,176689,61,9,0
42,2,2,208503,24,10,0
15,1,1,159643,68,9,0
45,2,1,262579,52,9,0
42,2,2,240468,39,9,0
65,2,1,123430,32,9,0
40,2,1,233499,24,10,1
12,2,2,395026,18,7,0
56,2,2,110396,44,14,1
44,2,2,179481,39,9,0
65,2,1,191256,44,9,1
45,2,2,33610,25,9,0
45,2,2,213692,29,10,0
40,2,1,111483,43,10,1
40,2,2,144949,30,13,1
38,3,1,175127,55,13,1
15,2,2,376789,46,9,0
45,2,1,193047,49,9,1
50,5,0,295127,35,10,0
50,2,1,106501,40,9,0
45,2,1,44623,33,9,0
40,2,1,80303,37,10,1
50,2,0,176544,35,10,0
40,2,1,189759,31,14,1
50,2,2,106679,41,14,1
50,5,1,153484,55,10,0
20,5,2,199011,22,9,0
48,1,1,359001,36,10,0
43,2,1,163287,41,9,1
40,4,1,184965,65,16,1
10,2,1,535762,68,10,0
50,4,1,110457,59,13,1
40,2,2,88126,24,9,0
60,5,1,283122,36,9,1
60,2,1,203635,54,9,1
40,1,1,90730,25,13,1
50,4,1,33975,39,9,0
40,3,2,209954,31,10,0
10,2,2,140001,21,10,0
47,2,2,198668,19,8,0
32,2,1,209320,50,6,0
20,2,2,262511,17,7,0
50,2,1,88432,29,11,0
60,5,1,68899,37,9,1
20,5,2,145329,77,9,0
40,2,1,195868,68,13,1
40,2,1,192337,38,8,1
40,2,1,167725,44,9,0
40,2,2,450246,25,9,0
40,2,1,183884,56,7,0
10,2,1,33794,46,10,0
60,4,1,375807,43,13,1
50,2,0,33551,24,10,0
40,1,1,189762,48,9,1
40,2,1,47012,42,13,0
60,2,1,295046,45,9,1
24,2,1,93125,76,9,0
60,2,1,198759,45,16,0
45,2,1,130057,32,13,1
80,2,1,214691,53,13,0
40,2,1,84298,49,10,1
45,2,1,189888,22,9,0
65,4,2,266047,40,13,1
40,5,1,365020,68,9,0
45,2,1,196707,49,13,1
47,2,1,73471,37,13,1
40,2,1,264651,34,9,1
35,1,1,202699,68,15,1
38,2,0,139290,57,9,0
20,3,1,170458,69,9,0
45,2,1,89226,42,11,1
40,2,1,361494,59,9,1
45,1,1,74194,37,11,0
40,5,1,78875,65,10,0
7,2,1,28119,45,9,0
45,2,1,304133,47,10,0
41,2,1,259301,33,10,0
75,5,1,175697,34,11,0
40,2,0,208067,46,9,0
45,2,1,229009,38,9,0
40,2,2,141003,22,9,0
55,4,1,168796,46,13,0
40,2,2,255252,22,9,0
40,1,2,201664,24,10,0
44,2,1,359828,24,13,1
40,2,1,154728,54,11,1
50,5,1,192256,33,13,0
40,2,2,170174,39,11,1
40,2,1,187295,56,13,1
40,3,1,367292,42,10,1
60,2,1,266645,38,14,1
40,1,1,422718,33,9,0
40,1,2,139296,50,7,0
40,1,2,110965,51,14,0
10,5,1,111483,65,10,1
50,4,1,135342,43,10,1
12,2,1,105592,59,10,0
40,1,2,198728,64,10,0
40,5,1,67841,56,9,0
45,2,1,31732,58,10,1
40,2,1,96062,51,10,1
40,1,2,56820,24,13,0
40,2,2,113936,22,9,0
40,2,1,172246,49,7,0
50,2,1,187847,38,14,1
50,2,1,304175,43,14,1
40,2,2,51262,22,9,0
50,2,1,155594,50,12,1
40,2,1,45156,42,10,1
40,2,1,178322,35,13,1
40,2,1,422813,46,10,1
56,2,2,189762,46,12,0
40,2,0,133974,40,10,0
40,2,1,242391,45,13,1
45,2,1,156926,48,13,1
52,1,1,56651,44,13,0
10,3,2,112432,19,10,0
70,2,2,425528,30,9,0
45,2,0,95998,42,13,0
40,2,2,117210,20,9,0
40,2,1,149218,46,13,1
45,1,2,163101,25,13,0
75,1,1,176756,26,9,1
40,5,1,311631,51,13,1
22,5,1,165278,52,9,0
40,2,1,130856,28,13,1
40,3,1,139734,43,13,1
40,2,2,211678,22,9,0
25,2,2,376647,18,9,0
50,2,1,169496,33,13,1
60,5,1,139960,65,9,1
40,2,1,181363,47,14,1
45,2,2,181820,23,10,0
40,1,1,105266,37,10,0
40,1,1,177277,37,14,1
70,5,1,267661,29,9,0
40,3,1,28171,45,14,0
45,2,1,167350,26,9,0
40,2,1,156334,25,6,0
45,2,1,89718,37,10,0
45,2,1,102632,22,10,0
40,2,1,104094,38,10,0
24,2,1,223851,68,9,0
17,2,2,120243,18,7,0
55,5,1,93806,26,10,0
40,2,2,61308,31,6,0
12,2,2,246965,23,12,0
40,2,1,216178,28,9,0
60,2,0,356567,22,11,0
65,2,2,270887,28,12,0
50,2,0,298785,33,5,0
40,0,1,200042,58,10,1
40,1,2,248739,58,9,0
40,2,2,43475,21,9,0
50,2,1,75640,51,9,0
30,2,2,158206,20,10,0
45,1,2,191202,27,9,0
65,2,1,332884,46,13,1
40,2,1,48343,53,9,1
40,2,2,137604,45,10,0
30,2,2,160758,17,6,0
20,3,1,71151,32,13,0
40,2,1,118399,31,7,0
40,2,2,240172,27,10,0
40,2,1,249751,56,9,0
3,2,2,237848,19,10,0
40,2,1,277471,51,9,1
45,2,2,211743,32,13,0
45,2,1,203761,44,10,1
30,2,2,391403,19,10,0
10,5,1,204387,57,13,1
40,1,1,324550,45,14,1
40,2,2,188888,35,13,1
70,5,1,47203,72,9,0
40,5,1,163948,50,9,1
40,2,1,347166,34,10,0
35,2,1,275967,47,6,0
48,2,1,318647,32,13,1
40,3,1,157639,55,10,1
12,4,2,181608,17,6,0
40,2,2,451996,20,9,0
55,2,1,37937,42,13,1
50,2,1,166549,37,10,0
20,2,1,192290,74,6,0
45,2,2,229732,33,13,1
40,2,2,70160,22,10,0
40,2,1,238188,44,12,0
50,5,1,111232,41,10,0
50,2,2,320294,23,10,0
48,2,1,229124,29,9,1
42,3,1,102308,49,13,1
30,5,1,108140,38,10,0
80,1,1,44566,30,13,0
40,3,1,135874,36,13,0
50,2,1,199143,26,9,0
40,2,1,203067,46,15,1
48,1,1,194141,31,9,0
55,4,1,291518,37,13,1
50,2,1,184105,43,9,0
40,2,1,206487,55,10,1
30,2,2,168165,20,10,0
20,2,2,173724,20,10,0
50,2,0,298225,25,9,0
40,2,1,173651,40,10,1
45,2,1,113838,34,10,0
55,2,1,316271,46,3,0
40,2,2,455995,30,9,0
40,2,1,177211,49,13,0
35,2,1,266316,28,4,0
50,2,1,191754,37,13,1
20,1,2,191910,17,7,0
40,2,1,217517,26,11,0
40,2,2,228649,21,9,0
40,2,2,170108,21,10,0
40,2,0,195835,59,4,0
40,2,2,163258,41,13,0
40,2,1,221172,41,13,1
50,0,1,237819,51,13,1
40,2,2,243165,31,13,0
64,2,1,167893,34,10,1
60,5,2,58744,29,12,0
40,1,1,115634,38,10,0
50,2,1,139473,38,9,0
45,2,1,175696,40,10,1
35,5,1,165814,69,10,0
40,2,1,114927,51,11,1
60,5,1,352448,61,13,0
40,2,1,190060,28,9,1
20,2,2,127273,18,7,0
40,2,2,241607,28,9,0
45,2,0,213887,32,10,0
40,2,1,110820,57,9,1
40,2,1,138069,46,10,1
20,4,2,197496,24,13,0
50,2,0,95128,52,10,0
30,2,2,161460,62,13,0
55,2,1,98211,44,13,0
68,2,1,57758,54,14,1
40,2,1,20956,47,9,1
45,2,1,130957,55,9,0
40,0,1,279337,52,9,0
40,2,1,72442,61,7,1
45,2,1,144071,55,7,0
50,5,1,198196,41,15,1
50,2,2,89202,36,13,0
45,2,2,285580,22,13,0
20,2,1,138403,76,9,0
40,0,2,191073,24,9,0
60,2,1,160362,59,9,0
50,2,1,252419,58,7,0
40,2,2,191910,20,9,0
50,2,1,97723,33,9,1
40,2,1,37869,42,10,0
52,2,2,157289,31,13,0
50,0,1,289653,37,9,1
40,2,1,108914,51,9,0
50,5,0,177828,33,9,0
40,5,1,143932,60,14,0
40,4,1,170287,56,13,0
40,2,1,76417,39,14,1
55,2,2,95984,24,11,0
40,2,1,155972,42,9,1
40,2,2,262617,26,9,0
50,3,2,304212,32,9,0
40,2,0,164488,25,10,0
40,5,1,204387,55,13,1
35,5,2,184655,37,9,0
40,2,1,219619,33,14,1
40,2,2,228649,24,9,0
60,5,1,344624,41,10,1
40,5,2,52131,42,10,0
40,2,1,114967,27,5,0
50,3,1,204461,34,14,1
40,2,2,330836,20,7,0
40,2,1,233493,46,9,0
99,2,1,138872,42,9,0
40,2,2,46706,36,9,0
40,5,1,192878,40,9,0
45,4,1,348886,42,13,1
40,2,2,285419,29,8,0
60,2,1,54560,22,9,0
50,5,1,436107,42,12,0
35,2,2,342730,30,9,0
40,3,1,152711,60,13,1
50,2,1,240698,40,13,1
40,2,1,224215,29,10,1
65,2,2,177147,26,13,0
40,3,1,33126,41,13,1
40,2,1,116960,37,9,1
40,1,1,196307,50,10,1
50,5,1,167687,66,9,0
45,2,0,244522,44,9,0
35,1,1,375675,46,8,1
40,2,1,224889,35,13,0
40,2,1,164190,30,9,1
35,0,2,257124,27,13,0
7,5,1,187589,35,13,0
60,2,1,180288,38,10,1
40,2,1,211032,27,9,0
40,2,1,209384,26,10,0
60,5,1,368355,46,13,1
55,2,1,49115,38,9,0
60,4,1,189941,40,13,1
35,2,1,170842,36,14,0
50,2,1,219426,59,5,0
45,2,1,206250,29,9,0
40,4,1,98360,37,8,0
40,2,2,441700,24,13,0
55,2,1,342448,38,10,1
45,2,2,96016,32,13,0
40,2,2,90291,25,13,0
50,0,1,391585,45,13,1
38,5,1,119272,36,9,0
50,5,1,34378,39,9,0
35,2,0,198841,35,11,0
35,5,1,481987,46,10,0
40,2,2,203967,53,9,0
40,2,1,176118,56,9,1
40,2,2,494371,23,9,0
60,2,2,31801,28,9,0
40,2,1,205852,35,9,0
10,2,1,83315,23,6,0
70,2,1,90992,45,9,0
40,2,1,94345,58,9,0
30,5,1,260454,36,9,0
24,2,1,336163,67,9,0
50,4,1,275366,40,9,1
60,5,1,338042,34,9,0
8,5,1,124449,70,14,1
40,2,2,96130,26,9,0
80,2,1,318450,56,14,1
45,2,1,307643,25,12,1
40,2,1,192869,56,9,1
40,2,1,202033,25,13,0
40,2,2,205903,29,9,0
50,2,1,167415,37,9,0
40,2,1,123703,51,9,1
45,2,2,85109,47,10,1
40,1,1,256864,38,11,0
40,2,2,172146,24,5,0
40,2,1,316820,43,12,1
45,2,1,42924,52,8,0
60,5,0,284086,41,11,0
15,1,1,259612,76,9,0
58,2,0,177905,44,10,1
30,2,2,313473,26,10,0
60,5,1,39388,28,11,0
50,2,1,202051,33,14,0
38,2,2,172375,32,13,0
40,1,1,216013,27,9,0
50,2,1,206232,70,6,0
45,5,1,129298,40,9,0
35,2,1,59083,31,9,0
45,4,1,173664,45,13,1
14,5,1,28865,72,4,0
45,2,1,206541,32,11,1
56,5,0,58343,37,9,0
40,2,2,62278,23,9,0
40,2,1,380544,23,10,1
60,2,1,80145,33,9,0
40,2,1,197836,48,10,1
40,0,1,170603,57,10,1
70,5,1,417227,52,9,0
40,2,2,323810,19,6,0
40,2,1,188246,33,13,0
40,2,1,109621,28,12,0
40,2,1,119684,60,10,1
40,0,1,27166,51,9,0
40,2,1,252518,42,15,1
44,2,1,94081,53,13,1
35,5,0,248919,38,13,1
50,2,0,208109,38,13,0
40,2,1,266047,41,13,1
43,4,2,84119,30,13,0
50,2,1,48343,51,14,1
45,2,1,168232,47,9,1
50,1,0,181282,29,13,0
40,2,1,243842,21,9,0
40,3,1,231166,52,11,0
40,2,1,148429,28,9,0
40,2,1,61343,38,5,0
45,2,1,197886,31,10,1
50,4,1,144778,44,10,1
50,2,1,537222,24,9,0
40,2,0,203828,37,9,0
60,4,1,59145,64,16,1
45,2,1,226902,42,13,1
50,2,1,212512,35,9,1
40,2,1,447554,49,13,1
25,1,1,115040,30,9,0
40,2,2,376416,23,9,0
25,2,2,256263,26,9,0
40,1,1,201520,41,9,0
50,5,1,100606,58,9,0
40,4,1,51264,37,11,1
43,2,1,186815,38,9,0
35,2,2,192259,40,14,0
45,2,1,177368,56,10,1
45,2,2,184569,25,9,0
40,2,1,215014,27,9,0
55,2,2,289991,29,9,0
40,5,0,32239,37,9,1
60,2,1,258657,35,12,0
40,2,1,175925,46,10,0
35,4,1,125000,57,15,1
52,2,1,172822,45,9,1
40,2,0,182460,56,13,0
16,2,2,129172,22,10,0
40,2,1,262153,32,9,0
40,5,2,166371,24,9,0
10,5,1,69249,68,9,1
40,2,2,178487,36,9,0
40,2,2,438839,24,13,0
40,2,1,187702,44,9,1
